Straight,EP,USP,Knot security,Diameter,Tie-down,Fast Avg,Fast Min,Moisture
13.01,8.12,7.27,6.62,0.491,1.05,6.34,6.12,41
,7.81,,6.37,0.497,,5.54,4.69,64
,8.34,,6.44,0.492,,6.34,6.10,
,8.41,,6.76,0.495,,6.45,6.13,
,8.13,,7.13,0.494,,6.04,5.79,
13.03,7.78,6.91,6.67,0.494,0.89,5.93,5.84,167
,8.18,,6.33,0.497,,6.30,5.95,148
,8.24,,6.57,0.499,,6.41,6.31,65
,8.11,,6.56,0.493,,6.22,5.81,
,8.03,,6.61,0.495,,5.92,5.69,
13.63,7.64,6.85,6.63,0.484,0.55,5.75,5.67,152
,7.86,,6.92,0.475,,5.43,5.07,66
,7.39,,5.95,0.469,,5.57,5.30,151
,7.88,,6.44,0.470,,5.73,5.57,162
,7.67,,6.88,0.472,,5.76,5.53,
,7.92,,6.11,0.487,,5.50,5.26,
13.08,7.82,6.68,7.11,0.473,0.41,5.48,4.33,180
,7.84,,6.56,0.474,,5.62,5.50,158
,7.50,,6.48,0.473,,5.32,4.57,137
,7.49,,6.38,0.475,,5.43,5.18,
,8.06,,6.36,0.474,,5.29,4.47,
,7.73,,6.56,0.478,,6.11,6.00,
12.08,7.39,6.80,6.39,0.477,0.67,5.24,5.03,207
,7.44,,6.58,0.480,,5.26,5.07,143
,7.53,,6.30,0.478,,5.18,4.99,
,7.33,,6.67,0.479,,5.23,4.82,
,7.59,,5.80,0.477,,5.62,5.49,
13.21,7.68,7.12,6.51,0.477,0.71,5.35,5.09,288
,7.55,,6.61,0.473,,5.58,5.29,111
,7.58,,6.46,0.471,,5.37,5.19,102
,7.43,,6.94,0.479,,5.36,5.16,37
,7.71,,6.48,0.477,,5.46,5.07,154
,7.76,,6.31,0.470,,5.33,4.99,
13.47,7.62,7.10,6.21,0.480,0.55,5.08,4.55,191
,7.35,,6.56,0.479,,5.37,5.18,90
,7.67,,6.38,0.482,,5.54,5.38,273
,7.51,,6.42,0.486,,5.16,4.94,87
,7.55,,6.74,0.482,,5.26,4.45,264
12.66,7.76,7.29,6.10,0.481,0.33,5.69,5.48,181
,7.64,,6.95,0.486,,5.64,5.46,161
,7.88,,6.58,0.481,,5.65,5.02,154
,7.68,,6.60,0.483,,5.61,5.34,162
,7.69,,6.29,0.480,,5.54,5.37,
,7.71,,6.70,0.483,,5.43,5.17,
,7.75,,6.35,0.481,,5.70,5.24,
,7.52,,6.32,0.487,,5.39,5.10,
13.84,7.81,7.23,6.56,0.474,0.49,5.31,4.89,283
,7.85,,6.30,0.485,,5.36,5.06,133
,7.70,,6.16,0.494,,5.21,4.77,
,7.73,,6.27,0.474,,5.72,5.48,
13.96,7.53,6.93,6.21,0.488,0.50,5.58,5.40,181
,7.44,,6.15,0.485,,4.94,4.71,87
,7.40,,6.06,0.479,,5.42,5.33,114
,7.85,,6.51,0.479,,5.44,4.90,134
,7.75,,6.23,0.477,,5.23,4.75,263
13.11,7.64,6.89,6.20,0.485,0.43,5.26,4.65,159
,7.48,,6.73,0.482,,5.60,5.43,101
,7.75,,6.14,0.476,,5.60,5.36,213
,7.55,,5.82,0.473,,5.50,5.28,
,7.55,,6.11,0.479,,5.42,5.24,
12.47,7.55,6.83,7.00,0.481,0.44,5.47,5.31,265
,7.72,,6.25,0.481,,5.17,4.97,208
,7.34,,6.22,0.482,,5.00,4.34,
,7.56,,6.21,0.485,,5.37,5.05,
13.50,7.87,7.23,7.14,0.481,0.39,5.82,5.60,63
,7.98,,6.51,0.476,,5.91,5.68,260
,7.77,,6.44,0.481,,5.73,5.50,245
,8.07,,7.26,0.476,,5.30,4.40,121
,8.26,,6.72,0.484,,5.87,5.60,
,7.80,,6.62,0.485,,5.51,4.43,
,8.16,,6.47,0.483,,5.89,5.77,
12.99,7.60,6.86,6.80,0.480,0.65,5.60,5.44,235
,7.98,,6.51,0.479,,5.61,5.21,167
,7.82,,6.45,0.470,,5.58,5.37,64
,7.58,,7.20,0.470,,5.30,5.16,
,8.02,,6.27,0.479,,5.20,4.94,
,7.80,,6.02,0.473,,5.68,5.56,
13.15,7.86,7.13,6.20,0.473,0.78,5.67,5.53,180
,7.76,,6.06,0.474,,5.74,5.56,147
,7.52,,6.71,0.477,,5.59,5.47,276
,7.51,,6.03,0.472,,5.52,5.20,94
,7.57,,6.09,0.476,,5.77,5.54,
,7.74,,6.16,0.481,,5.75,5.48,
,7.88,,6.87,0.473,,5.42,5.36,
12.86,7.60,6.80,6.86,0.472,0.48,5.05,4.63,64
,7.78,,6.07,0.477,,5.61,5.23,75
,7.83,,6.86,0.470,,5.77,5.56,
,7.95,,6.58,0.475,,5.75,5.44,
,7.43,,7.28,0.478,,5.72,5.35,
,7.48,,6.77,0.485,,5.63,5.31,
,7.50,,6.39,0.480,,5.89,5.62,
13.41,7.56,6.97,6.30,0.475,0.43,5.39,5.18,227
,7.60,,6.55,0.480,,5.40,5.09,129
,7.49,,6.37,0.486,,5.36,5.10,162
,7.38,,6.02,0.471,,5.56,5.21,108
,7.63,,6.76,0.492,,5.59,5.50,
,7.63,,6.62,0.484,,5.46,5.29,
,7.72,,6.93,0.481,,5.37,5.23,
13.02,7.60,7.12,6.60,0.474,0.50,5.43,5.18,196
,7.67,,6.90,0.477,,5.52,5.20,
12.93,7.41,6.69,6.42,0.474,0.48,5.66,5.30,232
,7.39,,6.22,0.472,,5.35,4.92,196
,7.59,,5.69,0.468,,6.00,5.70,155
,7.46,,7.01,0.474,,5.59,5.51,
,7.46,,6.74,0.470,,5.79,5.47,
13.33,7.47,6.73,6.43,0.477,0.56,5.72,5.48,90
,7.70,,6.28,0.480,,5.69,5.61,260
,7.55,,6.21,0.479,,5.15,4.93,71
,7.40,,6.22,0.473,,5.32,5.21,191
,7.46,,6.92,0.474,,5.48,5.25,279
,7.45,,7.28,0.475,,5.38,5.24,
,7.82,,5.86,0.477,,5.66,5.17,
,7.61,,6.48,0.473,,5.62,5.17,
13.21,7.47,7.19,6.41,0.490,0.84,5.93,5.72,263
,7.80,,7.28,0.485,,5.62,5.43,184
,7.77,,6.91,0.479,,5.67,5.55,
,7.89,,6.17,0.479,,5.60,5.22,
,8.03,,6.54,0.480,,5.52,5.29,
13.35,7.36,6.66,6.25,0.478,0.40,5.31,5.08,152
,7.56,,7.11,0.477,,5.73,5.67,173
,7.46,,6.50,0.477,,5.39,4.89,117
,7.65,,6.47,0.471,,5.37,5.21,
,7.76,,5.78,0.477,,5.43,5.20,
,7.45,,5.97,0.478,,5.23,4.34,
13.03,7.60,6.88,6.69,0.479,0.68,6.01,5.81,171
,7.43,,6.54,0.478,,5.77,5.61,146
,7.31,,5.88,0.473,,5.65,5.36,245
,7.51,,6.44,0.472,,5.54,5.14,121
,7.44,,5.94,0.476,,5.78,5.58,
13.33,7.27,6.88,7.02,0.478,0.51,5.27,4.99,102
,7.53,,7.13,0.485,,5.20,4.32,155
,7.61,,6.72,0.482,,5.60,5.34,103
,7.51,,5.95,0.481,,5.46,5.35,179
,7.73,,6.44,0.479,,5.28,4.38,67
,7.73,,6.43,0.484,,5.28,4.98,
,7.20,,6.12,0.484,,5.69,5.59,
12.89,7.64,6.85,5.92,0.479,0.46,5.51,5.29,246
,7.57,,6.27,0.480,,5.77,5.51,228
,7.66,,6.38,0.477,,5.13,4.38,88
,7.74,,6.19,0.480,,5.35,5.14,252
,7.78,,6.25,0.482,,5.12,4.88,184
,7.73,,6.32,0.472,,5.15,4.88,
12.66,7.36,7.00,6.54,0.481,0.60,5.46,4.37,67
,7.34,,6.45,0.482,,5.31,4.76,150
,7.47,,6.75,0.475,,5.88,5.61,210
,7.66,,6.59,0.475,,5.99,5.50,
13.43,7.30,6.83,7.59,0.485,0.32,5.64,5.35,159
,7.66,,6.27,0.481,,5.96,5.75,59
,7.31,,6.40,0.484,,5.39,5.12,115
,7.82,,5.97,0.484,,5.36,5.22,66
,7.52,,5.71,0.480,,5.54,5.20,70
,7.73,,6.90,0.485,,5.16,4.89,
12.55,7.68,6.75,6.42,0.481,0.53,5.53,5.30,276
,7.40,,7.07,0.475,,5.48,5.29,204
,7.64,,5.78,0.471,,5.26,5.15,177
,7.03,,5.65,0.484,,5.37,5.21,222
,7.74,,6.12,0.480,,5.16,4.93,239
,7.37,,7.32,0.484,,5.31,5.07,168
,7.52,,6.50,0.480,,5.63,5.55,
,7.64,,6.28,0.483,,5.64,5.53,
12.61,7.64,6.67,6.26,0.477,0.38,5.35,5.21,56
,7.57,,6.34,0.476,,5.25,5.05,268
,7.32,,6.93,0.476,,5.28,5.13,169
,7.49,,6.99,0.477,,5.21,5.06,188
,7.52,,6.15,0.477,,5.52,5.23,54
,7.25,,5.72,0.481,,5.14,4.74,
,7.76,,6.03,0.475,,5.27,4.88,
,7.67,,6.49,0.480,,5.13,4.99,
,7.35,,5.82,0.481,,5.16,4.92,
13.46,8.01,7.16,6.89,0.480,0.35,5.45,5.07,109
,7.39,,6.13,0.478,,5.30,5.07,220
12.62,7.45,6.75,6.66,0.485,0.26,5.30,5.02,209
,7.80,,6.26,0.486,,5.58,5.25,89
,7.83,,6.47,0.485,,5.42,4.68,64
,7.52,,6.51,0.488,,5.76,5.12,177
,7.34,,6.51,0.486,,5.63,5.41,
,7.58,,6.47,0.483,,5.24,5.14,
13.25,7.68,6.78,6.98,0.486,0.53,5.46,4.73,191
,7.56,,6.20,0.483,,5.36,5.04,177
,7.60,,7.13,0.486,,5.30,5.04,149
,7.88,,5.98,0.491,,5.45,5.14,
,7.76,,6.27,0.487,,5.15,5.08,
,7.72,,6.74,0.483,,5.24,4.50,
,7.91,,7.35,0.487,,5.47,5.27,
12.76,7.72,7.13,7.01,0.477,0.39,5.51,5.24,132
,7.62,,6.61,0.484,,5.70,5.51,66
,8.03,,6.37,0.485,,5.56,5.17,
,7.94,,6.87,0.485,,5.44,5.28,
13.80,7.96,7.37,7.05,0.481,0.63,5.26,5.12,58
,8.03,,5.81,0.484,,5.68,5.28,73
,7.90,,6.61,0.483,,5.02,4.35,
,7.80,,5.36,0.483,,5.55,5.33,
,7.57,,6.13,0.482,,5.73,5.52,
12.84,7.61,7.24,5.13,0.483,0.38,5.09,4.80,205
,7.26,,4.86,0.488,,5.69,5.36,224
,7.29,,5.23,0.481,,5.79,5.35,
,7.57,,6.87,0.484,,5.76,5.64,
,7.82,,6.75,0.473,,5.21,4.85,
13.28,7.81,7.25,6.62,0.485,0.36,5.77,5.26,89
,7.95,,6.24,0.490,,5.36,4.37,67
,7.57,,6.57,0.483,,5.38,4.95,
,7.55,,6.02,0.486,,5.78,5.44,
13.40,7.47,7.43,6.65,0.483,0.56,5.71,5.47,85
,7.63,,5.92,0.480,,5.97,5.71,80
,7.54,,5.95,0.486,,5.77,5.55,177
,7.34,,6.05,0.486,,5.52,5.37,197
,7.35,,6.19,0.489,,5.86,5.51,
,7.90,,6.53,0.487,,5.65,5.52,
13.22,7.94,6.70,6.95,0.480,0.52,6.16,6.02,78
,7.44,,6.81,0.480,,5.84,5.70,86
,7.60,,6.89,0.481,,5.89,5.72,69
,7.98,,6.89,0.481,,5.72,5.55,122
,7.65,,7.03,0.484,,5.32,4.94,156
,7.68,,7.11,0.479,,5.33,4.59,141
12.50,7.96,7.15,6.18,0.484,0.49,5.78,5.33,199
,7.73,,6.24,0.483,,5.30,5.02,
,7.85,,6.51,0.482,,5.19,4.89,
13.32,7.53,7.03,6.20,0.478,0.90,5.30,4.44,155
,7.61,,6.20,0.475,,5.22,4.82,45
,7.42,,6.53,0.474,,5.80,5.50,52
,7.77,,6.34,0.481,,5.63,5.42,
,7.47,,6.51,0.479,,5.13,4.29,
,7.39,,6.68,0.476,,5.74,5.53,
12.96,7.50,7.15,6.14,0.477,0.46,5.49,5.31,122
,7.39,,6.54,0.483,,5.41,4.74,58
,7.68,,6.35,0.478,,5.73,5.50,85
,7.32,,6.11,0.467,,5.82,5.50,63
,7.31,,6.78,0.470,,5.53,5.16,231
,7.72,,7.42,0.472,,5.10,4.54,
13.00,7.76,7.03,6.88,0.482,0.39,5.54,5.31,182
,7.52,,6.68,0.487,,5.31,4.95,50
,7.81,,6.58,0.480,,5.35,5.00,107
,7.71,,6.59,0.478,,5.89,5.75,85
,7.32,,6.74,0.479,,5.37,5.28,
,7.56,,6.74,0.486,,5.41,5.05,
,7.70,,6.75,0.482,,5.28,4.96,
,7.47,,6.83,0.471,,5.26,4.86,
12.85,7.53,6.96,6.87,0.485,0.49,5.78,5.57,82
,7.74,,7.14,0.480,,5.67,5.41,81
,7.82,,6.69,0.481,,5.80,5.54,58
,7.79,,6.82,0.479,,5.68,5.44,116
,7.84,,6.82,0.483,,5.29,4.39,
13.42,7.45,6.96,6.63,0.481,0.52,5.65,5.53,139
,7.75,,6.74,0.475,,6.24,6.10,68
,7.75,,6.58,0.477,,6.11,5.91,122
,7.53,,6.83,0.479,,5.93,5.55,42
,7.54,,6.68,0.477,,5.77,5.47,64
,7.67,,6.32,0.479,,5.51,5.14,
13.69,7.53,7.21,6.99,0.481,0.65,5.97,5.78,139
,7.50,,6.33,0.479,,5.37,4.77,101
,7.60,,6.68,0.475,,5.37,5.22,20
,7.31,,6.72,0.475,,5.60,5.34,20
,7.39,,6.16,0.475,,5.52,5.39,
,7.60,,6.50,0.480,,5.52,5.12,
,7.42,,5.96,0.480,,5.27,4.37,
13.83,7.25,6.70,6.21,0.474,0.53,5.58,5.17,248
,7.59,,7.00,0.477,,6.01,5.76,112
,7.71,,6.73,0.483,,5.83,5.48,113
,7.17,,6.69,0.481,,5.76,5.59,
,7.56,,6.37,0.483,,5.30,4.36,
,7.45,,7.03,0.474,,5.75,5.45,
,7.64,,6.57,0.482,,5.54,5.07,
13.68,7.91,7.00,6.58,0.488,0.82,5.67,5.48,240
,7.29,,6.59,0.486,,5.29,5.11,89
,7.67,,6.38,0.484,,5.95,5.60,216
,7.46,,6.59,0.492,,5.21,4.65,40
,7.66,,6.51,0.483,,5.07,4.78,172
,7.73,,6.77,0.484,,5.18,4.86,
,7.48,,6.63,0.494,,5.55,5.10,
13.33,7.66,6.73,6.69,0.486,1.23,5.45,4.87,177
,7.45,,6.43,0.477,,5.29,5.18,120
,7.28,,6.93,0.477,,5.79,5.43,
,7.57,,7.03,0.474,,5.56,5.35,
,7.49,,6.98,0.474,,5.77,5.43,
,7.75,,6.09,0.483,,5.52,5.15,
12.89,7.41,6.77,6.49,0.487,0.74,5.59,5.44,170
,7.27,,6.50,0.486,,5.73,5.48,132
,7.30,,6.43,0.479,,5.61,5.28,264
,7.55,,6.81,0.484,,5.82,5.61,
,7.50,,6.56,0.486,,5.26,5.00,
,7.48,,6.51,0.482,,5.57,5.33,
13.50,7.51,6.76,6.71,0.481,0.67,5.60,5.35,121
,7.44,,6.27,0.477,,5.79,5.49,149
,7.43,,6.49,0.482,,5.37,5.13,242
,7.45,,6.50,0.476,,5.83,5.71,
,7.47,,5.97,0.479,,5.75,5.56,
13.37,7.44,6.77,6.47,0.486,,6.44,6.36,192
,7.79,,6.13,0.482,,5.91,5.65,223
,7.32,,5.74,0.483,,5.19,4.56,94
,7.39,,6.33,0.486,,5.92,5.82,
,7.54,,6.34,0.485,,6.03,5.57,
,7.45,,5.30,0.487,,6.07,5.76,
13.30,7.41,6.89,6.38,0.490,,5.84,5.61,86
,7.01,,5.53,0.483,,5.78,5.70,75
,7.30,,5.99,0.477,,5.79,5.61,
,7.20,,6.17,0.479,,5.63,5.19,
,7.35,,5.15,0.480,,5.20,4.69,
13.80,7.38,6.86,6.43,0.484,,5.52,5.32,147
,7.84,,6.71,0.485,,5.99,5.93,86
,7.44,,7.23,0.486,,5.71,5.29,170
,7.47,,6.93,0.484,,5.97,5.69,150
,7.39,,6.85,0.486,,4.90,4.32,
,7.80,,7.20,0.485,,5.95,5.73,
13.78,7.42,7.05,6.73,0.491,0.51,6.06,5.75,105
,7.73,,6.54,0.479,,5.81,5.42,63
,7.34,,6.77,0.484,,5.61,5.33,162
,7.46,,6.75,0.480,,5.20,4.79,
,7.55,,6.49,0.486,,5.28,4.89,
,7.83,,7.39,0.484,,5.57,5.23,
,7.66,,6.62,0.487,,5.90,5.55,
14.20,7.57,7.22,6.09,0.478,0.59,5.28,4.64,158
,7.68,,6.33,0.484,,5.56,5.24,58
,7.72,,6.50,0.484,,5.06,4.86,101
,7.73,,6.71,0.478,,5.49,5.20,
,7.83,,6.99,0.480,,5.74,5.61,
,7.73,,6.54,0.492,,5.89,5.64,
14.22,7.80,7.06,6.67,0.487,0.58,5.71,5.37,136
,7.68,,6.50,0.487,,5.71,5.65,131
,7.87,,78.10,0.488,,5.94,5.72,52
,7.94,,6.96,0.480,,5.56,5.27,
,7.47,,6.63,0.485,,5.20,4.80,
,7.75,,6.67,0.493,,5.82,5.62,
13.08,7.34,7.12,6.54,0.484,0.72,5.51,5.20,213
,7.80,,6.95,0.489,,5.88,5.71,74
,7.55,,6.65,0.491,,5.97,5.68,35
,7.61,,6.35,0.488,,5.74,5.47,
,7.36,,6.43,0.484,,5.96,5.60,
,7.94,,6.37,0.496,,5.70,5.43,
14.30,7.75,7.12,7.00,0.484,0.61,5.85,5.62,104
,7.72,,6.23,0.482,,5.95,5.82,
,7.57,,6.48,0.482,,6.01,5.82,
,7.72,,6.83,0.484,,5.88,5.65,
13.61,7.70,7.18,6.27,0.484,0.81,5.90,5.65,119
,7.74,,6.32,0.483,,5.49,5.26,20
,7.37,,6.34,0.489,,5.32,4.66,
,7.47,,6.27,0.490,,4.90,4.57,
,7.64,,6.65,0.481,,6.11,5.68,
,7.35,,6.73,0.484,,5.86,5.68,
13.62,7.89,7.10,6.62,0.492,0.72,5.80,4.96,192
,7.88,,6.62,0.484,,5.82,5.58,
13.51,7.55,6.97,7.06,0.485,0.69,5.54,5.04,171
,7.71,,7.37,0.490,,5.50,4.97,190
,7.57,,6.92,0.486,,5.79,5.51,82
,7.37,,6.20,0.483,,5.91,5.84,67
,8.01,,6.65,0.489,,6.09,5.84,
,7.47,,6.66,0.488,,5.83,5.45,
,7.97,,6.51,0.478,,6.11,5.90,
13.44,7.68,7.21,6.50,0.484,0.82,5.92,5.65,108
,7.85,,6.36,0.488,,5.99,5.80,69
,7.76,,6.03,0.483,,5.78,5.50,135
,7.49,,7.02,0.486,,5.94,5.50,
,7.51,,6.58,0.483,,5.40,4.72,
,7.59,,6.45,0.482,,5.96,5.75,
12.62,7.58,7.17,6.39,0.481,0.68,6.05,5.95,102
,7.51,,6.09,0.486,,5.74,5.48,76
,7.72,,6.69,0.478,,5.74,5.53,67
,7.98,,6.49,0.486,,6.00,5.98,
,7.32,,6.38,0.481,,5.85,5.73,
,7.68,,6.61,0.480,,5.87,5.64,
14.14,7.50,7.13,6.27,0.482,0.49,5.67,5.50,123
,7.51,,6.89,0.486,,5.57,5.32,100
,7.63,,5.91,0.492,,5.20,4.46,
,7.66,,6.50,0.484,,5.69,5.40,
13.71,7.81,6.71,6.69,0.494,0.95,5.49,4.44,136
,7.46,,7.02,0.488,,5.39,4.92,100
,7.78,,6.42,0.492,,5.92,5.76,130
,7.60,,6.34,0.490,,5.21,4.60,
,7.50,,6.84,0.486,,5.45,4.66,
,7.51,,6.52,0.486,,6.14,5.76,
14.20,7.44,7.20,6.46,0.483,0.85,5.32,4.85,67
,7.86,,6.69,0.485,,6.11,5.92,106
,7.66,,6.36,0.482,,6.05,5.74,
,7.78,,6.84,0.480,,5.63,5.01,
,7.61,,6.38,0.470,,5.46,5.36,
13.05,7.82,7.28,7.08,0.496,0.77,5.77,5.40,118
,7.84,,6.49,0.484,,5.85,5.60,63
,7.68,,6.71,0.488,,5.89,5.62,59
,7.56,,6.87,0.484,,5.21,4.76,
,7.68,,6.25,0.485,,5.85,5.61,
13.24,7.73,7.60,7.19,0.487,0.71,6.01,5.88,158
,7.81,,6.21,0.479,,5.75,5.59,132
,7.56,,6.71,0.486,,5.22,4.38,110
,7.89,,6.20,0.486,,5.96,5.75,
,7.75,,6.71,0.491,,5.42,4.29,
13.53,7.52,7.07,6.68,0.484,0.56,5.92,5.80,125
,7.58,,7.24,0.485,,5.82,5.56,76
,8.00,,6.67,0.482,,5.89,5.71,39
,7.75,,7.45,0.483,,6.12,5.71,
,7.84,,7.20,0.482,,5.90,5.68,
13.75,7.83,7.07,6.23,0.483,1.47,6.03,5.73,61
,7.64,,6.76,0.482,,6.09,5.76,38
,7.44,,6.65,0.488,,5.79,5.55,
,8.62,,7.05,0.480,,6.49,6.32,
13.75,8.37,7.72,6.63,0.484,1.04,6.24,5.39,124
,8.08,,7.30,0.479,,6.39,6.21,76
,8.25,,6.73,0.482,,6.34,6.15,64
,8.04,,7.10,0.485,,5.69,5.09,
,8.33,,6.68,0.494,,6.18,5.91,
13.40,8.16,7.62,6.70,0.479,0.86,6.56,6.14,77
,8.49,,5.96,0.483,,6.69,6.47,
,8.50,,6.72,0.486,,6.47,6.13,
,8.22,,7.28,0.484,,6.21,6.06,
,8.38,,7.13,0.483,,6.22,6.13,
13.53,8.65,7.23,6.68,0.484,0.92,6.41,5.93,140
,8.27,,6.61,0.484,,6.54,6.02,78
,8.24,,6.58,0.487,,6.78,6.42,
13.48,8.24,7.70,6.91,0.483,0.10,6.46,6.27,62
,8.07,,6.65,0.483,,6.74,6.35,36
,8.50,,6.26,0.486,,6.19,5.20,43
,8.53,,6.84,0.488,,6.71,6.20,
,8.64,,6.96,0.488,,6.68,6.23,
,8.58,,6.46,0.484,,6.58,6.42,
13.82,8.75,7.51,7.21,0.490,0.86,6.91,6.53,125
,8.50,,7.40,0.479,,6.45,6.19,75
,8.70,,6.62,0.475,,6.78,6.49,69
,8.35,,6.76,0.488,,6.91,6.52,
,8.63,,6.94,0.484,,6.63,6.49,
,8.51,,7.09,0.479,,6.49,6.26,
14.05,8.48,7.31,6.94,0.483,1.19,6.54,6.22,45
,8.48,,7.14,0.487,,6.33,5.82,49
,8.40,,7.15,0.483,,6.24,5.85,
,8.33,,6.59,0.482,,6.54,6.32,
,8.46,,6.51,0.484,,6.55,6.10,
13.77,8.24,6.76,6.74,0.485,0.68,6.30,6.13,120
,7.96,,6.11,0.488,,6.00,5.32,100
,7.93,,6.68,0.484,,6.48,6.23,120
,8.23,,7.00,0.485,,6.40,6.18,98
,8.13,,6.43,0.483,,6.20,5.92,219
,8.15,,6.96,0.488,,6.26,5..85,
13.90,8.11,7.74,7.06,0.481,1.13,6.42,6.12,111
,8.30,,6.76,0.490,,6.34,6.05,163
,8.33,,6.79,0.487,,6.24,5.77,71
,7.90,,6.39,0.491,,6.11,5.02,72
,8.22,,7.06,0.489,,6.74,6.58,
14.03,8.15,7.72,6.77,0.483,1.14,6.08,5.45,74
,8.20,,6.31,0.486,,6.17,6.05,
,8.26,,6.64,0.484,,6.40,6.11,
12.71,7.66,7.45,6.39,0.484,1.27,6.13,5.78,67
,8.10,,7.33,0.485,,6.30,6.15,163
,8.23,,6.41,0.485,,6.38,5.98,189
,8.52,,6.26,0.491,,6.44,6.14,
,8.20,,7.78,0.488,,6.25,5.96,
14.04,7.99,7.73,6.61,0.490,1.09,6.36,6.11,81
,8.66,,7.26,0.483,,6.46,6.05,98
,8.59,,6.25,0.480,,6.41,5.79,67
,8.15,,7.02,0.488,,5.91,5.62,
,8.24,,6.62,0.488,,6.02,4.90,
,8.28,,6.86,0.484,,6.53,6.19,
13.44,7.98,8.03,6.79,0.477,1.20,6.33,6.07,81
,7.98,,6.60,0.483,,6.21,6.04,153
,8.42,,6.72,0.484,,6.45,6.17,
,8.31,,6.33,0.488,,6.13,5.17,
13.54,8.48,7.62,6.69,0.481,0.86,6.23,6.02,82
,8.39,,6.70,0.484,,6.80,6.41,
,8.44,,6.50,0.488,,6.57,6.37,
13.36,8.35,7.55,6.61,0.480,1.38,6.49,6.41,121
,8.23,,6.60,0.484,,6.61,6.34,280
,8.31,,6.99,0.489,,6.62,6.23,75
,8.26,,6.59,0.490,,6.17,5.90,
13.65,8.52,7.56,7.00,0.484,1.06,6.19,5.06,86
,8.31,,6.73,0.484,,6.08,5.80,36
,8.00,,7.47,0.486,,6.31,6.03,
,7.82,,6.66,0.480,,6.13,5.91,
,8.19,,6.75,0.485,,5.66,5.31,
13.30,8.38,7.42,7.15,0.488,0.89,6.27,5.92,140
,8.18,,7.15,0.481,,6.29,6.05,105
,7.90,,7.02,0.486,,6.25,6.06,43
,7.87,,6.37,0.479,,5.59,4.33,64
,8.39,,6.88,0.486,,6.18,5.90,
,8.65,,7.05,0.479,,6.18,5.82,
13.14,8.26,7.67,6.35,0.482,0.95,5.73,5.20,194
,8.60,,6.53,0.483,,5.58,4.78,85
,8.30,,7.63,0.487,,5.99,5.70,74
,8.21,,6.96,0.492,,6.11,5.88,
,8.54,,7.00,0.490,,6.35,5.99,
,8.42,,7.28,0.486,,5.91,5.57,
13.49,8.51,7.27,7.56,0.487,0.69,6.35,6.20,50
,8.23,,6.82,0.481,,5.99,5.81,44
,8.41,,6.78,0.486,,5.80,5.55,
,8.51,,6.70,0.487,,5.98,5.56,
13.93,8.40,7.37,6.88,0.489,0.80,6.14,5.85,55
,8.56,,7.13,0.489,,6.04,5.67,65
,8.31,,6.64,0.484,,5.70,5.52,141
,8.46,,7.24,0.481,,5.96,5.77,
,8.42,,6.93,0.489,,5.50,4.77,
,8.28,,6.70,0.486,,6.15,6.04,
12.19,8.32,7.03,7.49,0.483,0.92,6.11,5.76,52
,8.15,,6.15,0.483,,5.86,5.64,38
,8.00,,6.94,0.487,,5.92,5.72,50
,8.30,,6.88,0.486,,5.62,5.46,
,8.43,,6.93,0.482,,5.71,5.51,
,8.24,,7.16,0.491,,6.14,5.90,
13.62,8.38,7.46,6.86,0.491,1.12,6.29,6.00,100
,8.25,,6.92,0.486,,6.15,5.89,165
,7.75,,6.95,0.488,,5.50,4.36,
13.92,8.27,7.37,6.56,0.484,0.92,5.98,5.62,73
,8.19,,6.30,0.488,,5.57,4.57,181
,8.40,,6.60,0.492,,5.59,5.37,191
,8.34,,7.02,0.487,,5.51,5.03,63
,8.26,,6.29,0.487,,5.99,5.57,
13.61,8.55,7.56,6.89,0.484,0.75,5.66,5.44,70
,8.27,,6.89,0.487,,5.67,5.36,86
,8.29,,7.46,0.484,,5.50,5.29,65
,8.31,,6.78,0.488,,5.47,4.60,
,8.39,,6.93,0.484,,5.83,5.54,
,8.41,,6.70,0.488,,5.47,4.90,
,8.48,,6.82,0.482,,5.90,5.64,
13.90,8.60,7.40,6.76,0.486,1.05,5.55,5.37,48
,8.50,,7.16,0.489,,5.64,5.44,78
,8.40,,6.97,0.488,,5.61,5.49,
,8.41,,7.05,0.487,,5.67,5.58,
,8.63,,6.72,0.489,,5.61,5.34,
12.56,8.44,7.34,7.23,0.492,1.30,5.58,5.09,62
,8.26,,6.41,0.495,,5.33,4.35,189
,8.45,,7.33,0.486,,5.62,5.26,106
,8.52,,6.70,0.489,,5.75,5.45,89
,8.09,,7.18,0.489,,5.89,5.54,
14.56,8.26,7.14,6.26,0.483,1.31,5.66,5.37,170
,8.18,,7.59,0.486,,5.74,5.54,79
,8.18,,7.59,0.486,,5.77,5.42,
,8.51,,7.30,0.484,,5.82,5.55,
,7.95,,6.88,0.485,,5.75,5.52,
,8.62,,7.12,0.487,,5.75,5.47,
14.03,8.50,7.61,7.16,0.488,0.64,6.40,6.28,123
,8.24,,7.18,0.485,,5.98,5.34,216
,8.47,,7.19,0.484,,5.61,4.58,65
,8.32,,6.65,0.483,,6.31,6.10,
,8.29,,7.28,0.485,,5.85,5.30,
12.71,8.01,7.21,6.71,0.481,0.70,5.89,5.74,120
,8.03,,6.76,0.481,,5.80,5.41,199
13.01,8.45,7.34,6.65,0.485,1.08,5.49,5.29,121
,8.12,,7.32,0.485,,6.03,5.64,80
